"Contract #","Bid Solicitation #","Description","Vendor","Type Code","Dollars Spent to Date","Organization","Status","Begin Date","End Date"
"19-GNSV1-00998","","T2171 - Vehicle Towing and Roadside Services","Bergen Brookside Towing Inc.","RFP/NJCOOP/SBE","$288,277.99","Division of Purchase and Property ","3PS - Sent","12/01/2019","08/31/2025"
"19-GNSV1-00994","","T2171 - Vehicle Towing and Roadside Services","JOHNSON SPECIALIZED TRANSPORTATION INC","RFP/NJCOOP/SBE","$1,004,938.02","Division of Purchase and Property ","3PS - Sent","12/01/2019","08/31/2025"
"19-GNSV1-00981","","T2775 - Data Entry/Verification Services - Division of Revenue and Enterprise Services","TDEC","RFP/SC-SBE","$6,365,154.30","Division of Purchase and Property ","3PS - Sent","12/01/2019","11/30/2025"
"19-GNSV1-00908","","T3105: Printing and Mailing of  Assorted Tax Documents (Division of Taxation)","Bind rite robbinsville","RFP/SC-SBE","$4,071,611.70","Division of Purchase and Property ","3PS - Sent","08/01/2019","07/31/2025"
"19-GNSV1-00900","","T3069 - Easement Review Appraisal Services: SADC","Wade Appraisal LLC","RFP/SC-SBE","$8,500.00","Division of Purchase and Property ","3PS - Sent","08/01/2019","07/31/2025"
"19-GNSV1-00899","","T3069 - Easement Review Appraisal Services: SADC","Robert G Cooper","RFP/SC-SBE","$11,700.00","Division of Purchase and Property ","3PS - Sent","08/01/2019","07/31/2025"
"19-GNSV1-00897","","T3069 - Easement Review Appraisal Services: SADC","TW SHEEHAN & ASSOCIATES","RFP/SC-SBE","$13,000.00","Division of Purchase and Property ","3PS - Sent","08/01/2019","07/31/2025"
"19-GNSV1-00896","","T3069 - Easement Review Appraisal Services: SADC","Integra Realty Resources Coastal NJ","RFP/SC-SBE","$1,500.00","Division of Purchase and Property ","3PS - Sent","08/01/2019","07/31/2025"
"19-GNSV1-00890","","T2546 - Vapor Recovery Systems on Gasoline Tanks: Testing & Repairs","ACT Technologies Inc. T/A Advanced Tank Services Co.","RFP/NJCOOP/SBE","$641,430.01","Division of Purchase and Property ","3PS - Sent","08/01/2019","07/31/2025"
"19-GNSV1-00840","","T0900 - Armed and Unarmed Security Guard Services for NJ Statewide","Universal Protection Service LLC dba Allied Universal Security Services","RFP/NJCOOP","$183,909,276.60","Division of Purchase and Property ","3PS - Sent","06/01/2019","05/31/2026"
"19-GNSV1-00711","","T2870 - Transmission Facility Management for NJ Public Broadcasting Authority (NJPBA)","Broadcast Sciences LLC","RFP/SC-SBE","$4,856,548.28","Division of Purchase and Property ","3PS - Sent","05/01/2019","04/30/2026"
"19-FOOD-01332","","T0012 Food Service Items: Disposable, Paper and Plastic for Distribution and Support Services","Imperial Bag & Paper Co., LLC","RFP","$647,289.12","Division of Purchase and Property ","3PS - Sent","11/01/2020","10/31/2025"
"19-FOOD-01329","","T0012 Food Service Items: Disposable, Paper and Plastic for Distribution and Support Services","WB Mason Co Inc.","RFP","$1,234,748.83","Division of Purchase and Property ","3PS - Sent","11/01/2020","10/31/2025"
"19-FOOD-01328","","T0012 Food Service Items: Disposable, Paper and Plastic for Distribution and Support Services","South Jersey Paper Products","RFP","$1,431,767.86","Division of Purchase and Property ","3PS - Sent","11/01/2020","10/31/2025"
"19-FOOD-01105","","T1845 Ultra-Low Sulfur Diesel and Biodiesel Fuel","Griffith-Allied Trucking, LLC","RFP/NJCOOP/SC-SBE","$423,310.92","Division of Purchase and Property ","3PS - Sent","04/01/2020","03/31/2026"
"19-FOOD-01104","","T1845 Ultra-Low Sulfur Diesel and Biodiesel Fuel","Petroleum Traders Corp","RFP/NJCOOP","$0.00","Division of Purchase and Property ","3PS - Sent","04/01/2020","03/31/2026"
"19-FOOD-01103","","T1845 Ultra-Low Sulfur Diesel and Biodiesel Fuel","Mansfield Oil Co","RFP/NJCOOP","$0.00","Division of Purchase and Property ","3PS - Sent","04/01/2020","03/31/2026"
"19-FOOD-01102","","T1845 Ultra-Low Sulfur Diesel and Biodiesel Fuel","J Swanton Fuel Oil Co Inc.","RFP/NJCOOP","$212,989.99","Division of Purchase and Property ","3PS - Sent","04/01/2020","03/31/2026"
"19-FOOD-01101","","T1845 Ultra-Low Sulfur Diesel and Biodiesel Fuel","Sprague Operating Resources LLC","RFP/NJCOOP","$781,682.18","Division of Purchase and Property ","3PS - Sent","04/01/2020","03/31/2026"
"19-FOOD-01100","","T1845 Ultra-Low Sulfur Diesel and Biodiesel Fuel","National Fuel Oil Inc.","RFP/NJCOOP","$263,015.36","Division of Purchase and Property ","3PS - Sent","04/01/2020","03/31/2026"
"19-FOOD-01099","","T1845 Ultra-Low Sulfur Diesel and Biodiesel Fuel","Rachles/Micheles Oil Co","RFP/NJCOOP","$206,790.97","Division of Purchase and Property ","3PS - Sent","04/01/2020","03/31/2026"
"19-FOOD-01098","","T1845 Ultra-Low Sulfur Diesel and Biodiesel Fuel","Majestic Oil Co Inc","RFP/NJCOOP","$809,074.81","Division of Purchase and Property ","3PS - Sent","04/01/2020","03/31/2026"
"19-FOOD-01097","","T1845 Ultra-Low Sulfur Diesel and Biodiesel Fuel","Taylor Oil Company","RFP/NJCOOP","$993,058.92","Division of Purchase and Property ","3PS - Sent","04/01/2020","03/31/2026"
"19-FOOD-01096","","T1845 Ultra-Low Sulfur Diesel and Biodiesel Fuel","Riggins Inc.","","$385,111.41","Division of Purchase and Property ","3PS - Sent","04/01/2020","03/31/2026"
"19-FOOD-00941","","T0015- Foods: Perishable, Eggs, Fresh-, Medium, White, USDA Grade A, for DSS","Derstines Inc","RFP","$5,395,318.21","Division of Purchase and Property ","3PS - Sent","08/16/2019","08/15/2025"
"19-FOOD-00801","","T0448 - UNIFORMS - CLASS ""A"", ""B"" AND SECURITY  OFFICER, AND SHOES CLASS ""A"" - NJSP                 ","Galls LLC","RFP/SBE","$862,366.00","Division of Purchase and Property ","3PS - Sent","05/01/2014","01/30/2026"
"19-FLEET-01138","","T0121 Breakaway U-Post Sign Supports                                      ","Transpo Industries Inc.","RFP/NJCOOP","$0.00","Division of Purchase and Property ","3PS - Sent","03/31/2020","03/30/2026"
"19-FLEET-00978","","T0083 Unleaded Automotive Gasoline","Griffith-Allied Trucking, LLC","RFP/NJCOOP","$1,691,132.20","Division of Purchase and Property ","3PS - Sent","11/01/2019","10/31/2025"
"19-FLEET-00977","","T0083 Unleaded Automotive Gasoline","Petroleum Traders Corp","RFP/NJCOOP","$0.00","Division of Purchase and Property ","3PS - Sent","11/01/2019","10/31/2025"
"19-FLEET-00976","","T0083 Unleaded Automotive Gasoline","Mansfield Oil Co","RFP/NJCOOP","$0.00","Division of Purchase and Property ","3PS - Sent","11/01/2019","10/31/2025"
"19-FLEET-00975","","T0083 Unleaded Automotive Gasoline","J Swanton Fuel Oil Co Inc.","RFP/NJCOOP","$1,883,796.96","Division of Purchase and Property ","3PS - Sent","11/01/2019","10/31/2025"
"19-FLEET-00974","","T0083 Unleaded Automotive Gasoline","National Fuel Oil Inc.","RFP/NJCOOP","$0.00","Division of Purchase and Property ","3PS - Sent","11/01/2019","10/31/2025"
"19-FLEET-00973","","T0083 Unleaded Automotive Gasoline","Rachles/Micheles Oil Co","RFP/NJCOOP","$620,845.96","Division of Purchase and Property ","3PS - Sent","11/01/2019","10/31/2025"
"19-FLEET-00972","","T0083 Unleaded Automotive Gasoline","Majestic Oil Co Inc","RFP/NJCOOP","$14,888,109.63","Division of Purchase and Property ","3PS - Sent","11/01/2019","10/31/2025"
"19-FLEET-00971","","T0083 Unleaded Automotive Gasoline","PEDRONI FUEL COMPANY","RFP/NJCOOP","$282,208.65","Division of Purchase and Property ","3PS - Sent","11/01/2019","10/31/2025"
"19-FLEET-00970","","T0083 Unleaded Automotive Gasoline","Taylor Oil Company","RFP/NJCOOP","$547,543.89","Division of Purchase and Property ","3PS - Sent","11/01/2019","10/31/2025"
"19-FLEET-00969","","T0083 Unleaded Automotive Gasoline","Riggins Inc.","RFP/NJCOOP","$10,779,940.26","Division of Purchase and Property ","3PS - Sent","11/01/2019","10/31/2025"
"19-FLEET-00920","","T2760 OEM Automotive Parts and Accessories for Light Duty Vehicles Class 4 or Lower","Gentilini Ford","RFP/NJCOOP","$1,666,085.99","Division of Purchase and Property ","3PS - Sent","08/05/2019","08/04/2025"
"19-FLEET-00919","","T2760 OEM Automotive Parts and Accessories for Light Duty Vehicles Class 4 or Lower","FRED BEANS PARTS INC.","RFP/NJCOOP","$2,011,095.81","Division of Purchase and Property ","3PS - Sent","08/05/2019","08/04/2025"
"19-FLEET-00918","","T2760 OEM Automotive Parts and Accessories for Light Duty Vehicles Class 4 or Lower","Freehold Ford Inc","RFP/NJCOOP","$978,564.38","Division of Purchase and Property ","3PS - Sent","08/05/2019","08/04/2025"
"19-FLEET-00917","","T2760 OEM Automotive Parts and Accessories for Light Duty Vehicles Class 4 or Lower","McGuire Chevrolet Cadillac","RFP/NJCOOP","$441,822.73","Division of Purchase and Property ","3PS - Sent","08/05/2019","08/04/2025"
"19-FLEET-00915","","T2760 OEM Automotive Parts and Accessories for Light Duty Vehicles Class 4 or Lower","MALOUF FORD LINCOLN INC","RFP/NJCOOP","$16,717.26","Division of Purchase and Property ","3PS - Sent","08/05/2019","08/04/2025"
"19-FLEET-00691","","T0126 - OEM & NON-OEM MAINTENANCE & REPAIR      SERVICES FOR LIGHT/MEDIUM DUTY VEHICLES             ","Houpert Fleet Services","RFP/NJCOOP","$725,166.67","Division of Purchase and Property ","3PS - Sent","03/18/2016","12/17/2025"
"19-COMP-00893","","T2834 - NJDOT Core CVISN Electronic Screening System","PrePass Safety Alliance","RFP/SC-SBE","$0.00","Division of Purchase and Property ","3PS - Sent","07/26/2019","07/25/2026"
"19-COMP-00892","","T2834 - NJDOT Core CVISN Electronic Screening System","Drivewyze Ltd. ","RFP/SC-SBE","$0.00","Division of Purchase and Property ","3PS - Sent","07/26/2019","07/25/2026"
"19-COMP-00601","","M4002 - NASPO ValuePoint Cloud Solutions","Carahsoft Technology Corporation","NATCOOP","$185,472,661.54","Division of Purchase and Property ","3PS - Sent","11/26/2018","09/15/2026"
"18-TELE-00671","","T3083 - 10 PRINT LIVE SCAN SYSTEM","IDEMIA IDENTITY & SECURITY USA LLC ","RFP/NJCOOP/SC-SBE","$2,218,852.44","Division of Purchase and Property ","3PS - Sent","01/31/2019","01/30/2026"
"18-TELE-00568","","G8048 - SANDY INTEGRATED RECOVERY OPERATIONS AND MANAGEMENT SYSTEM (SIROMS) MAINTENANCE AND HOSTING","CGI Technologies and Solutions","RFP/SC-SBE","$62,008,110.79","Division of Purchase and Property ","3PS - Sent","11/25/2018","07/30/2025"
"18-PROSV-00324","","T1997 - Managed Care Workers Compensation Services","Horizon Casualty Services, Inc.","RFP/SC-SBE","$19,800,381.28","Division of Purchase and Property ","3PS - Sent","01/28/2018","01/31/2026"
"18-PROS1-01106","","T1580- Actuarial and Health Care Delivery Related Services, DHS","MERCER HEALTH & BENEFITS LLC","RFP/SC-SBE","$60,129,231.20","Division of Purchase and Property ","3PS - Sent","07/01/2020","06/30/2026"
"18-PROS1-00388","","T1070 - Consulting Services: Health Benefits","Aon Consulting Inc.","RFP/SC-SBE","$32,934,444.23","Division of Purchase and Property ","3PS - Sent","07/01/2018","06/30/2026"
"18-GNSV2-00653","","T1434 - Operation & Maintenance of Wastewater and Potable Water Treatment Plants - NLDC","Jersey Environmental Solutions LLC","RFP/SC-SBE","$1,525,339.38","Division of Purchase and Property ","3PS - Sent","01/01/2019","12/31/2025"
"18-GNSV2-00586","","T0390 - Vehicle Washing and Cleaning Services","Jersey Auto Spa Car Wash","RFP/NJCOOP","$98,999.00","Division of Purchase and Property ","3PS - Sent","12/01/2018","11/30/2025"
"18-GNSV2-00584","","T0390 - Vehicle Washing and Cleaning Services","WZ Inc","RFP/NJCOOP","$85,318.75","Division of Purchase and Property ","3PS - Sent","12/01/2018","11/30/2025"
"18-GNSV2-00583","","T0390 - Vehicle Washing and Cleaning Services","Xtreme Wash Inc","RFP/NJCOOP","$96,832.50","Division of Purchase and Property ","3PS - Sent","12/01/2018","11/30/2025"
"18-GNSV2-00582","","T0390 - Vehicle Washing and Cleaning Services","Auto Shine Plus Inc","RFP/NJCOOP","$40,442.00","Division of Purchase and Property ","3PS - Sent","12/01/2018","11/30/2025"
"18-GNSV2-00581","","T0390 - Vehicle Washing and Cleaning Services","Accu Wash Inc","RFP/NJCOOP","$39,135.00","Division of Purchase and Property ","3PS - Sent","12/01/2018","11/30/2025"
"18-GNSV2-00579","","T0390 - Vehicle Washing and Cleaning Services","Auto Super Wash Inc","RFP/NJCOOP","$64,242.76","Division of Purchase and Property ","3PS - Sent","12/01/2018","11/30/2025"
"18-GNSV2-00578","","T0390 - Vehicle Washing and Cleaning Services","Wash Rite Inc","RFP/NJCOOP","$195.00","Division of Purchase and Property ","3PS - Sent","12/01/2018","11/30/2025"
"18-GNSV2-00309","","T3019-Municipal Detention Facility Inspections","Ronin Security Solutions LLC","RFP/SC-SBE","$1,659,938.05","Division of Purchase and Property ","3PS - Sent","01/01/2018","12/31/2025"
"18-GNSV1-00858","","T3088- NJDOT Parts Warehouse Management","MANCON, LLC","RFP/SC-SBE","$20,777,000.00","Division of Purchase and Property ","3PS - Sent","06/04/2019","06/03/2026"
"18-GNSV1-00596","","T0303 - Food Storage Facilities (Northern Region)","NEWARK REFRIGERATED WAREHOUSE","RFP","$4,644,500.93","Division of Purchase and Property ","3PS - Sent","07/01/2019","06/30/2026"
"18-GNSV1-00359","","T0295 - Pest Control Service - Non-Residential Statewide","TriCounty Termite & Pest Control Inc.","RFP/NJCOOP/SC-SBE","$1,128,730.19","Division of Purchase and Property ","3PS - Sent","05/01/2018","04/30/2026"
"18-GNSV1-00312","","T0438-Battery Charges, Industrial Lifts, and Pallet Trucks Maintenance and Repair - Statewide","Eagle Lift Truck Inc.","RFP/NJCOOP/SC-SBE","$1,290,394.80","Division of Purchase and Property ","3PS - Sent","02/01/2018","07/30/2025"
"18-GNSV1-00302","","T0725 - Trades Employment Services: Statewide","Meridian Property Services Inc.","RFP/NJCOOP","$38,613,916.65","Division of Purchase and Property ","3PS - Sent","01/01/2018","12/31/2025"
"18-FOOD-00330","","T1103 Foods: Frozen Vegetables for Distribution & Support Services (DSS)","idaho freez pak corp","RFP","$11,675,198.13","Division of Purchase and Property ","3PS - Sent","02/27/2018","11/26/2025"
"18-FLEET-00285","","T0103 - Park and Playground Equipment ","PLAYPOWER LT FARMINGTON INC","RFP","$0.00","Division of Purchase and Property ","3PS - Sent","05/31/2017","05/30/2026"
"18-FLEET-00234","","M8001 Walk-In Building Supplies","Home Depot USA Inc. / The Home Depot Pro","NATCOOP","$2,702,925.69","Division of Purchase and Property ","3PS - Sent","08/01/2017","12/31/2026"
"18-COMP-00620","","T3047 - Integrated Electronic Licensing System","Aspira","RFP","$3,279,343.70","Division of Purchase and Property ","3PS - Sent","12/06/2018","12/05/2025"
"18-COMP-00551","","T1963 Printing Envelopes","Esquire Graphics","RFP/SC-SBE","$2,955,597.80","Division of Purchase and Property ","3PS - Sent","09/18/2018","09/17/2025"
"18-COMP-00438","","T3052 - Crash Records Electronic Data Transfer System","LexisNexis Coplogic Solutions Inc","RFP/SC-SBE","$976,018.84","Division of Purchase and Property ","3PS - Sent","08/14/2018","08/13/2025"
"18-COMP-00386","","M4002 - CherryRoad Technologies Inc. - NASPO ValuePoint Cloud Solutions","CherryRoad Technologies Inc.","NATCOOP","$0.00","Division of Purchase and Property ","3PS - Sent","06/07/2018","09/15/2026"
"18-COMP-00304","","M4002 - Unisys Corporation - NASPO ValuePoint Cloud Solutions","Unisys Corporation","NATCOOP","$41,667.54","Division of Purchase and Property ","3PS - Sent","10/02/2017","09/15/2026"
"18-COMP-00286","","M4002 - CSRA State and Local Solutions LLC - NASPO ValuePoint Cloud Solutions","CSRA State and Local Solutions LLC","NATCOOP","$0.00","Division of Purchase and Property ","3PS - Sent","10/02/2017","09/15/2026"
"18-COMP-00284","","M4002 - Insight Public Sector Inc. - NASPO ValuePoint Cloud Solutions","Insight Public Sector Inc","NATCOOP","$66,411,026.05","Division of Purchase and Property ","3PS - Sent","10/02/2017","09/15/2026"
"17-TELE-00096","","T2770 - Emergency Center Planning Staffing Services","Millennium Strategies","","$954,450.00","Division of Purchase and Property ","3PS - Sent","03/07/2017","09/30/2025"
"17-TELE-00095","","T2770 - Emergency Center Planning Staffing Services","IEM International, Inc.","","$6,809,110.46","Division of Purchase and Property ","3PS - Sent","03/07/2017","09/30/2025"
"17-TELE-00094","","T2770 - Emergency Center Planning Staffing Services","MICHAEL BAKER INTERNATIONAL INC","","$2,075,419.95","Division of Purchase and Property ","3PS - Sent","03/07/2017","09/30/2025"
"17-TELE-00093","","T2770 - Emergency Center Planning Staffing Services","Tetra Tech Inc.","","$879,625.65","Division of Purchase and Property ","3PS - Sent","03/07/2017","09/30/2025"
"17-TELE-00092","","T2770 - Emergency Center Planning Staffing Services","Continuity Operations Group","","$59,075,864.96","Division of Purchase and Property ","3PS - Sent","03/07/2017","09/30/2025"
"17-TELE-00066","","T3076 - Early Intervention Services NJEIS","Public Consulting Group LLC","RFP/SC-SBE","$13,295,280.62","Division of Purchase and Property ","3PS - Sent","01/01/2017","12/31/2025"
"17-TELE-00036","","T2904 - WIC SYSTEM-WEB BASED ELECTRONIC DATA PROCESSING SYSTEM","Currier McCabe and Associates Inc.","RFP","$19,451,387.53","Division of Purchase and Property ","3PS - Sent","06/25/2013","06/19/2026"
"17-PROSV-00429","","T2672 Actuarial Services: Contracted Actuarial Consulting Firms","Cheiron Inc.","RFP/SC-SBE","$9,137,056.77","Division of Purchase and Property ","3PS - Sent","08/01/2018","07/31/2025"
"17-PROSV-00300","","T1619 Medical Consulting: External Quality Review Organization","ISLAND PEER REVIEW ORGANIZATION INC.","RFP/SC-SBE","$14,454,193.38","Division of Purchase and Property ","3PS - Sent","11/30/2017","07/31/2025"
